Product_ID,Product_Name,Product_Description,Category,Subcategory,Unit,Min_Stock_Level,Average_Lead_Time_Days,Unit_Cost,Currency
P-0111,Drukarki HP Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,IT,Drukarki,szt.,13,2,5673.78,PLN
P-0112,Narzędzia SKF Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Production,Narzędzia,szt.,6,3,1010.92,PLN
P-0113,Monitor Samsung Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,IT,Monitory,szt.,7,8,8597.96,PLN
P-0114,Kaski Honeywell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,BHP,Kaski,szt.,14,8,1016.79,PLN
P-0115,Toners Xerox Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Toners,szt.,5,2,584.07,PLN
P-0116,Czujniki Siemens Professional Series,Idealny do precyzyjnej detekcji obiektów w szybkich liniach pakujących i montażowych. Kluczowe cechy: wyjście PNP/NPN. Standard: Stopień ochrony IP67.,Production,Czujniki,szt.,11,8,594.61,PLN
P-0117,Meble Nowy Styl Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,Office,Meble,szt.,15,8,1036.51,PLN
P-0118,Okulary ochronne Ansell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,8,4,65.78,PLN
P-0119,Toners Navigator Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Toners,szt.,7,3,756.85,PLN
P-0120,Toners Brother Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Toners,szt.,15,6,906.99,PLN
P-0121,Czujniki SKF Professional Series,Idealny do precyzyjnej detekcji obiektów w szybkich liniach pakujących i montażowych. Kluczowe cechy: częstotliwość przełączania do 2kHz. Standard: Certyfikat UL.,Production,Czujniki,szt.,12,5,445.87,PLN
P-0122,Czujniki SKF Professional Series,Idealny do precyzyjnej detekcji obiektów w szybkich liniach pakujących i montażowych. Kluczowe cechy: wyjście PNP/NPN. Standard: Stopień ochrony IP67.,Production,Czujniki,szt.,11,7,1143.44,PLN
P-0123,Papier Xerox Professional Series,Zapewnia doskonały kontrast i ostrość wydruku w wysokonakładowych systemach laserowych. Kluczowe cechy: bezkwasowy skład. Standard: ISO 9706.,Office,Papier,szt.,8,5,1315.19,PLN
P-0124,Papier Xerox Professional Series,Zapewnia doskonały kontrast i ostrość wydruku w wysokonakładowych systemach laserowych. Kluczowe cechy: minimalne pylenie. Standard: Certyfikat FSC.,Office,Papier,szt.,9,4,1184.26,PLN
P-0125,Monitor Dell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,IT,Monitory,szt.,8,3,8600.72,PLN
P-0126,Oprogramowanie Dell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,IT,Oprogramowanie,szt.,14,8,3909.46,PLN
P-0127,Toners Brother Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,Office,Toners,szt.,6,7,353.87,PLN
P-0128,Meble Nowy Styl Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Meble,szt.,12,3,368.53,PLN
P-0129,Toners Navigator Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,Office,Toners,szt.,15,6,1096.55,PLN
P-0130,Laptop HP Latitude i5/16GB,Zoptymalizowany pod kątem wielozadaniowości i bezpiecznej pracy w środowisku korporacyjnym. Kluczowe cechy: moduł TPM 2.0. Standard: TCO Certified.,IT,Laptopy,szt.,9,2,6263.15,PLN
P-0131,Monitor Lenovo Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,IT,Monitory,szt.,6,6,7692.41,PLN
P-0132,Silnik ABB 4kW DC,Przeznaczony do pracy ciągłej S1 w układach napędowych i wentylacyjnych. Kluczowe cechy: łożyska o wydłużonej żywotności. Standard: Certyfikat CE.,Production,Silniki,szt.,9,4,522.89,PLN
P-0133,Okulary ochronne 3M Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,15,3,245.67,PLN
P-0134,Toners Xerox Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Toners,szt.,8,2,1387.53,PLN
P-0135,Toners Xerox Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,Office,Toners,szt.,9,5,377.96,PLN
P-0136,Rękawice Honeywell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,BHP,Rękawice,szt.,10,8,490.32,PLN
P-0137,Artykuły biurowe Nowy Styl Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,Office,Artykuły biurowe,szt.,13,8,810.29,PLN
P-0138,Kaski Uvex Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,BHP,Kaski,szt.,12,8,585.47,PLN
P-0139,Artykuły biurowe Navigator Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,Office,Artykuły biurowe,szt.,10,4,249.66,PLN
P-0140,Papier Brother Professional Series,Zapewnia doskonały kontrast i ostrość wydruku w wysokonakładowych systemach laserowych. Kluczowe cechy: bezkwasowy skład. Standard: ISO 9706.,Office,Papier,szt.,11,6,948.48,PLN
P-0141,Laptop Samsung ThinkPad i7/32GB,Zoptymalizowany pod kątem wielozadaniowości i bezpiecznej pracy w środowisku korporacyjnym. Kluczowe cechy: matryca IPS z powłoką antyrefleksyjną. Standard: MIL-STD 810H.,IT,Laptopy,szt.,9,5,6867.36,PLN
P-0142,Okulary ochronne Honeywell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,8,4,1459.27,PLN
P-0143,Artykuły biurowe Brother Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Office,Artykuły biurowe,szt.,10,4,96.49,PLN
P-0144,Oprogramowanie Dell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,IT,Oprogramowanie,szt.,7,8,4721.76,PLN
P-0145,Odzież robocza Ansell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: trwałość materiałowa. Standard: Zgodność z normami UE.,BHP,Odzież robocza,szt.,14,5,485.96,PLN
P-0146,Okulary ochronne Ansell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,7,7,631.26,PLN
P-0147,Okulary ochronne Ansell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,5,5,1283.21,PLN
P-0148,Okulary ochronne Ansell Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,BHP,Okulary ochronne,szt.,6,7,779.55,PLN
P-0149,Łożyska Bosch Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: wysoka jakość wykonania. Standard: Zgodność z normami UE.,Production,Łożyska,szt.,13,2,499.51,PLN
P-0150,Łożyska SKF Professional Series,Uniwersalne rozwiązanie wspierające bieżące procesy operacyjne w przedsiębiorstwie. Kluczowe cechy: ergonomiczny kształt. Standard: Zgodność z normami UE.,Production,Łożyska,szt.,8,3,320.09,PLN
