Request_ID,User_Text,Detected_Product,Detected_Category,Timestamp
REQ-000780,I need 10 szt. of Bosch Engine parts Model 267 for production.,Bosch Engine parts Model 267,Automotive,7/12/2025 20:31
REQ-000781,I need 10 szt. of Helly Hansen Workwear Model 939 for production.,Helly Hansen Workwear Model 939,BHP,10/31/2025 2:32
REQ-000782,Potrzebuję 1 szt. Gates Engine parts Model 645 do linii produkcyjnej.,Gates Engine parts Model 645,Automotive,12/26/2024 4:21
REQ-000783,"Need some spare parts, unknown model.",,,8/15/2025 20:40
REQ-000784,Potrzebuję 1 szt. Honeywell Safety glasses 887 do linii produkcyjnej.,Honeywell Safety glasses 887,BHP,9/26/2025 12:13
REQ-000785,Potrzebuję 200 szt. ABB Motors Model 154 do linii produkcyjnej.,ABB Motors Model 154,Production,5/16/2025 2:24
REQ-000786,Potrzebuję 50 szt. Nowy Styl Office chairs 612 do linii produkcyjnej.,Nowy Styl Office chairs 612,Office,10/14/2025 19:16
REQ-000787,Potrzebuję 50 szt. Dell Monitors Model 855 do linii produkcyjnej.,Dell Monitors Model 855,IT,3/31/2025 19:22
REQ-000788,I need 5 szt. of NTN Bearings 209 for production.,NTN Bearings 209,Automotive,4/10/2025 2:29
REQ-000789,Potrzebuję 20 szt. Brother Printers 701 do linii produkcyjnej.,Brother Printers 701,IT,5/5/2025 20:39
REQ-000790,I need 20 L of Mobil Oils 514L for production.,Mobil Oils 514L,Automotive,8/15/2025 17:20
REQ-000791,I need 20 szt. of Stabilo Pens 561 for production.,Stabilo Pens 561,Office,8/18/2025 20:02
REQ-000792,I need 100 szt. of Dell Laptops Model 530 for production.,Dell Laptops Model 530,IT,3/18/2025 21:06
REQ-000793,"Need some spare parts, unknown model.",,,7/6/2025 23:03
REQ-000794,Potrzebuję 100 szt. Mahle Filters Model 774 do linii produkcyjnej.,Mahle Filters Model 774,Automotive,8/24/2025 10:19
REQ-000795,I need 100 szt. of Canon Printers 771 for production.,Canon Printers 771,IT,3/3/2025 17:53
REQ-000796,I need 1 op. of Navigator Paper Model 150 for production.,Navigator Paper Model 150,Office,8/20/2025 10:59
REQ-000797,Potrzebuję 5 para Honeywell Gloves Model 902 do linii produkcyjnej.,Honeywell Gloves Model 902,BHP,11/3/2025 1:06
REQ-000798,I need 1 para of Honeywell Gloves Rękawice 282 for production.,Honeywell Gloves Rękawice 282,BHP,12/4/2024 3:00
REQ-000799,Potrzebuję 2 szt. Nowy Styl Office chairs 612 do linii produkcyjnej.,Nowy Styl Office chairs 612,Office,3/25/2025 7:07
REQ-000800,Potrzebuję 200 szt. Mahle Filters Model 774 do linii produkcyjnej.,Mahle Filters Model 774,Automotive,9/4/2025 13:47
REQ-000801,Potrzebuję 20 szt. Gates Engine parts Model 645 do linii produkcyjnej.,Gates Engine parts Model 645,Automotive,7/31/2025 5:00
REQ-000802,Potrzebuję 200 szt. Petzl Helmets Model 991 do linii produkcyjnej.,Petzl Helmets Model 991,BHP,4/6/2025 12:25
REQ-000803,I need 1 szt. of BIC Pens 568 for production.,BIC Pens 568,Office,3/14/2025 10:12
REQ-000804,I need 50 szt. of Mahle Filters Model 774 for production.,Mahle Filters Model 774,Automotive,3/2/2025 15:15
REQ-000805,I need 200 szt. of Valeo Engine parts 382 for production.,Valeo Engine parts 382,Automotive,6/17/2025 13:31
REQ-000806,I need 2 szt. of Uvex Safety glasses 971 for production.,Uvex Safety glasses 971,BHP,5/25/2025 20:35
REQ-000807,Potrzebuję 5 licencja Microsoft Software 656 do linii produkcyjnej.,Microsoft Software 656,IT,4/3/2025 8:59
REQ-000808,Potrzebuję 50 szt. Mann Filters 123 do linii produkcyjnej.,Mann Filters 123,Automotive,3/3/2025 12:26
REQ-000809,Potrzebuję 5 szt. Mann Filters 123 do linii produkcyjnej.,Mann Filters 123,Automotive,2/22/2025 7:14
REQ-000810,Potrzebuję 2 szt. Samsung Monitors Model 878 do linii produkcyjnej.,Samsung Monitors Model 878,IT,6/13/2025 17:58
REQ-000811,Potrzebuję 1 L Mobil Oils 514L do linii produkcyjnej.,Mobil Oils 514L,Automotive,1/13/2025 22:33
REQ-000812,Potrzebuję 10 szt. Dell Monitors 143 do linii produkcyjnej.,Dell Monitors 143,IT,10/16/2025 20:07
REQ-000813,"Need some spare parts, unknown model.",,,10/26/2025 1:46
REQ-000814,I need 1 szt. of Makita Tools Model 673 for production.,Makita Tools Model 673,Production,10/21/2025 4:52
REQ-000815,Potrzebuję 5 op. Papyrus Paper 539 op. do linii produkcyjnej.,Papyrus Paper 539 op.,Office,8/19/2025 18:22
REQ-000816,Potrzebuję 1 szt. Brother Toner Model 723 do linii produkcyjnej.,Brother Toner Model 723,Office,6/11/2025 20:49
REQ-000817,Potrzebuję 50 szt. Bosch Tools Model 429 do linii produkcyjnej.,Bosch Tools Model 429,Production,10/14/2025 4:50
REQ-000818,I need 10 L of Shell Oils 837L for production.,Shell Oils 837L,Automotive,5/17/2025 9:15
REQ-000819,I need 20 szt. of Dell Monitors Model 855 for production.,Dell Monitors Model 855,IT,8/14/2025 18:45
REQ-000820,Potrzebuję 50 szt. HP Toner 159 do linii produkcyjnej.,HP Toner 159,Office,9/20/2025 4:59
REQ-000821,Potrzebuję 100 szt. Siemens Motors 871 do linii produkcyjnej.,Siemens Motors 871,Production,2/25/2025 20:25
REQ-000822,Potrzebuję 10 op. Xerox Paper Model 308 do linii produkcyjnej.,Xerox Paper Model 308,Office,1/17/2025 2:34
REQ-000823,I need 50 op. of Xerox Paper Model 793 for production.,Xerox Paper Model 793,Office,3/24/2025 2:07
REQ-000824,I need 10 L of Castrol Oils 668L for production.,Castrol Oils 668L,Automotive,8/23/2025 20:15
REQ-000825,"Need some spare parts, unknown model.",,,3/8/2025 13:05
REQ-000826,Potrzebuję 5 szt. SICK Sensors Model 476 do linii produkcyjnej.,SICK Sensors Model 476,Production,12/17/2024 11:46
REQ-000827,I need 100 licencja of Microsoft Software 656 for production.,Microsoft Software 656,IT,7/22/2025 1:18
REQ-000828,I need 5 op. of Papyrus Paper 539 op. for production.,Papyrus Paper 539 op.,Office,1/18/2025 2:20
REQ-000829,Potrzebuję 2 szt. DeWalt Tools 590 do linii produkcyjnej.,DeWalt Tools 590,Production,9/19/2025 0:39
REQ-000830,I need 250 op. of Navigator Paper 643 op. for production.,Navigator Paper 643 op.,Office,4/30/2025 14:54
REQ-000831,Potrzebuję 20 szt. Uvex Safety glasses 971 do linii produkcyjnej.,Uvex Safety glasses 971,BHP,8/31/2025 10:14
REQ-000832,Potrzebuję 100 szt. Profim Office chairs Model 193 do linii produkcyjnej.,Profim Office chairs Model 193,Office,11/11/2024 10:06
REQ-000833,I need 100 licencja of Adobe Software 132 for production.,Adobe Software 132,IT,10/25/2025 3:35
REQ-000834,Potrzebuję 200 szt. Helly Hansen Workwear Model 379 do linii produkcyjnej.,Helly Hansen Workwear Model 379,BHP,7/12/2025 7:26
REQ-000835,"Need some spare parts, unknown model.",,,7/6/2025 22:44
REQ-000836,I need 20 L of Total Oils 428L for production.,Total Oils 428L,Automotive,5/1/2025 4:35
REQ-000837,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,6/9/2025 1:20
REQ-000838,Potrzebuję 5 szt. Bosch Engine parts Model 283 do linii produkcyjnej.,Bosch Engine parts Model 283,Automotive,5/3/2025 2:11
REQ-000839,Potrzebuję 1 L Castrol Oils 808L do linii produkcyjnej.,Castrol Oils 808L,Automotive,9/6/2025 11:03
REQ-000840,I need 2 szt. of Bosch Filters 887 for production.,Bosch Filters 887,Automotive,11/19/2024 10:11
REQ-000841,Potrzebuję 10 para Ansell Gloves Model 531 do linii produkcyjnej.,Ansell Gloves Model 531,BHP,8/17/2025 15:51
REQ-000842,I need 50 szt. of Petzl Helmets 833 for production.,Petzl Helmets 833,BHP,7/14/2025 3:49
REQ-000843,I need 2 szt. of Gates Engine parts Model 699 for production.,Gates Engine parts Model 699,Automotive,6/17/2025 15:37
REQ-000844,Potrzebuję 5 L Castrol Oils 773L do linii produkcyjnej.,Castrol Oils 773L,Automotive,11/3/2025 16:11
REQ-000845,Potrzebuję 1 szt. Samsung Monitors Model 937 do linii produkcyjnej.,Samsung Monitors Model 937,IT,1/12/2025 19:37
REQ-000846,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,7/23/2025 9:16
REQ-000847,I need 10 para of Honeywell Gloves Model 191 for production.,Honeywell Gloves Model 191,BHP,4/20/2025 9:43
REQ-000848,Potrzebuję 50 szt. Sachs Engine parts Model 494 do linii produkcyjnej.,Sachs Engine parts Model 494,Automotive,9/24/2025 3:57
REQ-000849,I need 10 szt. of Milwaukee Tools 443 for production.,Milwaukee Tools 443,Production,2/7/2025 19:35
REQ-000850,Potrzebuję 20 op. Xerox Paper Model 793 do linii produkcyjnej.,Xerox Paper Model 793,Office,5/29/2025 13:44
REQ-000851,Potrzebuję 2 szt. Canon Printers 859 do linii produkcyjnej.,Canon Printers 859,IT,12/20/2024 0:34
REQ-000852,Potrzebuję 5 szt. Dell Laptops 765 do linii produkcyjnej.,Dell Laptops 765,IT,10/27/2025 17:47
REQ-000853,I need 100 op. of Xerox Paper Model 244 for production.,Xerox Paper Model 244,Office,10/30/2025 16:46
REQ-000854,I need 10 szt. of Siemens Sensors 515 for production.,Siemens Sensors 515,Production,12/6/2024 6:56
REQ-000855,I need 200 szt. of Samsung Monitors Model 937 for production.,Samsung Monitors Model 937,IT,8/4/2025 15:45
REQ-000856,I need 5 szt. of Nowy Styl Office chairs 612 for production.,Nowy Styl Office chairs 612,Office,6/25/2025 8:48
REQ-000857,Potrzebuję 10 szt. BIC Pens Model 308 do linii produkcyjnej.,BIC Pens Model 308,Office,9/11/2025 17:14
REQ-000858,I need 2 szt. of BIC Pens 103 for production.,BIC Pens 103,Office,10/16/2025 21:59
REQ-000859,Potrzebuję 100 szt. Profim Office chairs 367 do linii produkcyjnej.,Profim Office chairs 367,Office,12/26/2024 19:21
REQ-000860,I need 2 szt. of Helly Hansen Workwear Model 939 for production.,Helly Hansen Workwear Model 939,BHP,9/17/2025 5:05
REQ-000861,I need 5 szt. of Dell Monitors Model 855 for production.,Dell Monitors Model 855,IT,5/12/2025 16:39
REQ-000862,I need 20 op. of Navigator Paper Model 857 for production.,Navigator Paper Model 857,Office,4/22/2025 5:57
REQ-000863,I need 50 szt. of HP Toner 902 for production.,HP Toner 902,Office,4/14/2025 7:55
REQ-000864,I need 20 op. of Xerox Paper Model 217 for production.,Xerox Paper Model 217,Office,10/9/2025 5:36
REQ-000865,Potrzebuję 20 szt. Brother Toner 350 do linii produkcyjnej.,Brother Toner 350,Office,9/24/2025 21:14
REQ-000866,Potrzebuję 50 para Ansell Gloves Model 531 do linii produkcyjnej.,Ansell Gloves Model 531,BHP,4/10/2025 18:08
REQ-000867,I need 10 szt. of Mann Filters 571 for production.,Mann Filters 571,Automotive,5/27/2025 14:04
REQ-000868,Potrzebuję 100 szt. Siemens Sensors Model 475 do linii produkcyjnej.,Siemens Sensors Model 475,Production,12/7/2024 23:25
REQ-000869,I need 200 szt. of Dell Monitors Model 171 for production.,Dell Monitors Model 171,IT,4/9/2025 20:47
REQ-000870,Potrzebuję 5 op. Navigator Paper 836 op. do linii produkcyjnej.,Navigator Paper 836 op.,Office,11/26/2024 9:48
REQ-000871,Potrzebuję 50 szt. Mahle Filters 440 do linii produkcyjnej.,Mahle Filters 440,Automotive,2/16/2025 18:26
REQ-000872,I need 20 szt. of Dell Monitors Model 325 for production.,Dell Monitors Model 325,IT,3/8/2025 17:59
REQ-000873,I need 20 para of Ansell Gloves Model 483 for production.,Ansell Gloves Model 483,BHP,12/23/2024 0:25
REQ-000874,Potrzebuję 20 szt. NTN Bearings 636 do linii produkcyjnej.,NTN Bearings 636,Automotive,3/3/2025 14:26
REQ-000875,Potrzebuję 5 szt. Honeywell Safety glasses 887 do linii produkcyjnej.,Honeywell Safety glasses 887,BHP,9/5/2025 5:45
REQ-000876,I need 1 szt. of Siemens Motors 871 for production.,Siemens Motors 871,Production,6/27/2025 13:33
REQ-000877,"Need some spare parts, unknown model.",,,5/28/2025 0:20
REQ-000878,Potrzebuję 5 szt. BIC Pens 830 do linii produkcyjnej.,BIC Pens 830,Office,9/2/2025 22:42
REQ-000879,I need 2 szt. of Bosch Filters 223 for production.,Bosch Filters 223,Automotive,9/24/2025 13:16
REQ-000880,Potrzebuję 20 L Shell Oils 259L do linii produkcyjnej.,Shell Oils 259L,Automotive,8/12/2025 20:54
REQ-000881,"Need some spare parts, unknown model.",,,4/10/2025 23:42
REQ-000882,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/3/2025 19:03
REQ-000883,Potrzebuję 200 szt. IKEA Office chairs 642 do linii produkcyjnej.,IKEA Office chairs 642,Office,12/29/2024 15:00
REQ-000884,Potrzebuję 100 szt. Dell Monitors 345 do linii produkcyjnej.,Dell Monitors 345,IT,4/20/2025 14:47
REQ-000885,Potrzebuję 1 op. Navigator Paper Model 857 do linii produkcyjnej.,Navigator Paper Model 857,Office,6/6/2025 4:29
REQ-000886,Potrzebuję 50 szt. Petzl Helmets Model 991 do linii produkcyjnej.,Petzl Helmets Model 991,BHP,4/5/2025 14:46
REQ-000887,Potrzebuję 5 szt. NTN Bearings 561 do linii produkcyjnej.,NTN Bearings 561,Automotive,6/29/2025 18:20
REQ-000888,Potrzebuję 2 szt. Makita Tools Model 693 do linii produkcyjnej.,Makita Tools Model 693,Production,2/4/2025 6:01
REQ-000889,I need 5 szt. of Nowy Styl Office chairs Model 309 for production.,Nowy Styl Office chairs Model 309,Office,10/1/2025 7:13
REQ-000890,Potrzebuję 20 szt. Samsung Monitors Model 878 do linii produkcyjnej.,Samsung Monitors Model 878,IT,10/7/2025 18:31
REQ-000891,Potrzebuję 2 szt. Honeywell Safety glasses 178 do linii produkcyjnej.,Honeywell Safety glasses 178,BHP,6/9/2025 12:23
REQ-000892,Potrzebuję 1 szt. Uvex Safety glasses Model 318 do linii produkcyjnej.,Uvex Safety glasses Model 318,BHP,5/12/2025 16:07
REQ-000893,I need 1 szt. of 3M Safety glasses Model 328 for production.,3M Safety glasses Model 328,BHP,10/17/2025 21:34
REQ-000894,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/28/2025 3:42
REQ-000895,I need 1 op. of Navigator Paper 40 op. for production.,Navigator Paper 40 op.,Office,8/30/2025 12:09
REQ-000896,Potrzebuję 2 szt. Canon Printers 771 do linii produkcyjnej.,Canon Printers 771,IT,2/3/2025 11:41
REQ-000897,I need 100 szt. of Makita Tools Model 693 for production.,Makita Tools Model 693,Production,12/16/2024 1:20
REQ-000898,I need 2 szt. of Bosch Engine parts Model 283 for production.,Bosch Engine parts Model 283,Automotive,10/30/2025 9:36
REQ-000899,Potrzebuję 100 szt. Helly Hansen Workwear Model 267 do linii produkcyjnej.,Helly Hansen Workwear Model 267,BHP,10/13/2025 22:24
REQ-000900,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,5/3/2025 9:08
REQ-000901,Potrzebuję 10 licencja Microsoft Software 771 do linii produkcyjnej.,Microsoft Software 771,IT,2/3/2025 3:26
REQ-000902,Potrzebuję 200 szt. Brother Printers 970 do linii produkcyjnej.,Brother Printers 970,IT,11/23/2024 15:14
REQ-000903,I need 1 licencja of Microsoft Software 771 for production.,Microsoft Software 771,IT,9/17/2025 23:37
REQ-000904,I need 10 szt. of Canon Printers Model 247 for production.,Canon Printers Model 247,IT,9/13/2025 22:18
REQ-000905,I need 100 szt. of Milwaukee Tools 443 for production.,Milwaukee Tools 443,Production,6/14/2025 2:28
REQ-000906,I need 2 szt. of Dell Laptops 765 for production.,Dell Laptops 765,IT,9/16/2025 5:48
REQ-000907,I need 5 szt. of Wurth Screws 207 for production.,Wurth Screws 207,Production,6/20/2025 2:21
REQ-000908,I need 10 szt. of 3M Safety glasses 288 for production.,3M Safety glasses 288,BHP,6/6/2025 9:59
REQ-000909,I need 20 szt. of Siemens Motors 640 for production.,Siemens Motors 640,Production,4/24/2025 20:05
REQ-000910,Potrzebuję 5 para Honeywell Gloves Model 753 do linii produkcyjnej.,Honeywell Gloves Model 753,BHP,6/14/2025 0:23
REQ-000911,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,6/11/2025 5:08
REQ-000912,I need 2 szt. of Ardon Workwear 822 for production.,Ardon Workwear 822,BHP,4/30/2025 9:03
REQ-000913,I need 1 szt. of REX Screws 294 for production.,REX Screws 294,Production,3/2/2025 22:34
REQ-000914,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/22/2025 7:42
REQ-000915,Potrzebuję 1 szt. IKEA Office chairs Model 477 do linii produkcyjnej.,IKEA Office chairs Model 477,Office,1/28/2025 16:13
REQ-000916,Potrzebuję 1 szt. Brother Printers Model 576 do linii produkcyjnej.,Brother Printers Model 576,IT,3/28/2025 6:54
REQ-000917,Potrzebuję 50 szt. DeWalt Tools 515 do linii produkcyjnej.,DeWalt Tools 515,Production,12/19/2024 3:56
REQ-000918,I need 2 szt. of IKEA Office chairs 451 for production.,IKEA Office chairs 451,Office,11/9/2025 2:34
REQ-000919,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/27/2025 9:18
REQ-000920,Potrzebuję 20 para Ansell Gloves Model 531 do linii produkcyjnej.,Ansell Gloves Model 531,BHP,4/28/2025 12:46
REQ-000921,"Need some spare parts, unknown model.",,,7/13/2025 9:48
REQ-000922,I need 50 op. of Navigator Paper 40 op. for production.,Navigator Paper 40 op.,Office,3/20/2025 2:15
REQ-000923,I need 1 szt. of Brother Printers Model 576 for production.,Brother Printers Model 576,IT,4/19/2025 22:26
REQ-000924,Potrzebuję 50 szt. Brother Toner 137 do linii produkcyjnej.,Brother Toner 137,Office,8/16/2025 10:14
REQ-000925,I need 10 op. of Navigator Paper Model 857 for production.,Navigator Paper Model 857,Office,12/13/2024 12:29
REQ-000926,I need 200 szt. of Profim Office chairs 367 for production.,Profim Office chairs 367,Office,9/17/2025 7:55
REQ-000927,Potrzebuję 200 szt. Samsung Monitors Model 878 do linii produkcyjnej.,Samsung Monitors Model 878,IT,1/3/2025 15:11
REQ-000928,I need 250 op. of Navigator Paper Model 100 for production.,Navigator Paper Model 100,Office,10/25/2025 8:38
REQ-000929,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,5/6/2025 18:32
REQ-000930,Potrzebuję 100 szt. Mahle Filters Model 686 do linii produkcyjnej.,Mahle Filters Model 686,Automotive,11/21/2024 23:00
REQ-000931,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,12/20/2024 2:09
REQ-000932,Potrzebuję 50 szt. Milwaukee Tools 443 do linii produkcyjnej.,Milwaukee Tools 443,Production,6/2/2025 19:42
REQ-000933,Potrzebuję 5 szt. Dell Monitors Model 664 do linii produkcyjnej.,Dell Monitors Model 664,IT,7/22/2025 1:16
REQ-000934,I need 200 szt. of HP Toner Model 839 for production.,HP Toner Model 839,Office,2/2/2025 2:31
REQ-000935,Potrzebuję 100 szt. SICK Sensors Model 476 do linii produkcyjnej.,SICK Sensors Model 476,Production,5/15/2025 11:01
REQ-000936,I need 1 szt. of Ardon Workwear 121 for production.,Ardon Workwear 121,BHP,2/15/2025 4:12
REQ-000937,"Need some spare parts, unknown model.",,,2/5/2025 13:47
REQ-000938,Potrzebuję 100 szt. 3M Safety glasses Model 497 do linii produkcyjnej.,3M Safety glasses Model 497,BHP,12/21/2024 19:31
REQ-000939,I need 5 szt. of DeWalt Tools 515 for production.,DeWalt Tools 515,Production,7/7/2025 10:27
REQ-000940,I need 5 szt. of BIC Pens 221 for production.,BIC Pens 221,Office,12/2/2024 14:26
REQ-000941,Potrzebuję 5 szt. Profim Office chairs Model 562 do linii produkcyjnej.,Profim Office chairs Model 562,Office,6/9/2025 15:03
REQ-000942,Potrzebuję 20 L Castrol Oils 668L do linii produkcyjnej.,Castrol Oils 668L,Automotive,7/16/2025 19:55
REQ-000943,Potrzebuję 10 szt. BIC Pens 830 do linii produkcyjnej.,BIC Pens 830,Office,9/2/2025 5:21
REQ-000944,I need 2 szt. of Wurth Screws 413 for production.,Wurth Screws 413,Production,6/6/2025 22:02
REQ-000945,I need 20 szt. of Honeywell Safety glasses Model 521 for production.,Honeywell Safety glasses Model 521,BHP,3/4/2025 4:03
REQ-000946,Potrzebuję 200 szt. Xerox Toner Model 540 do linii produkcyjnej.,Xerox Toner Model 540,Office,3/24/2025 5:51
REQ-000947,Potrzebuję 10 szt. Gates Engine parts Model 115 do linii produkcyjnej.,Gates Engine parts Model 115,Automotive,1/20/2025 10:16
REQ-000948,Potrzebuję 5 szt. LG Monitors 766 do linii produkcyjnej.,LG Monitors 766,IT,7/14/2025 11:37
REQ-000949,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,7/8/2025 8:58
REQ-000950,Potrzebuję 1 szt. Lenovo Laptops 221 do linii produkcyjnej.,Lenovo Laptops 221,IT,4/28/2025 22:13
REQ-000951,Potrzebuję 2 szt. Sachs Engine parts 231 do linii produkcyjnej.,Sachs Engine parts 231,Automotive,9/10/2025 7:36
REQ-000952,I need 20 szt. of Sachs Engine parts Model 290 for production.,Sachs Engine parts Model 290,Automotive,10/14/2025 5:25
REQ-000953,Potrzebuję 10 szt. LG Monitors 200 do linii produkcyjnej.,LG Monitors 200,IT,2/27/2025 21:52
REQ-000954,Potrzebuję 50 op. Xerox Paper Model 217 do linii produkcyjnej.,Xerox Paper Model 217,Office,11/30/2024 10:22
REQ-000955,I need 20 szt. of Wurth Screws Model 509 for production.,Wurth Screws Model 509,Production,8/2/2025 15:11
REQ-000956,I need 10 szt. of Helly Hansen Workwear Model 939 for production.,Helly Hansen Workwear Model 939,BHP,3/16/2025 13:20
REQ-000957,Potrzebuję 5 szt. Uvex Safety glasses 779 do linii produkcyjnej.,Uvex Safety glasses 779,BHP,9/13/2025 6:56
REQ-000958,I need 5 szt. of Makita Tools Model 626 for production.,Makita Tools Model 626,Production,9/14/2025 19:18
REQ-000959,Potrzebuję 20 para Honeywell Gloves Model 902 do linii produkcyjnej.,Honeywell Gloves Model 902,BHP,5/22/2025 16:39
REQ-000960,Potrzebuję 200 szt. NTN Bearings Model 142 do linii produkcyjnej.,NTN Bearings Model 142,Automotive,7/3/2025 12:32
REQ-000961,Potrzebuję 10 szt. Wurth Screws Model 872 do linii produkcyjnej.,Wurth Screws Model 872,Production,8/31/2025 9:48
REQ-000962,Potrzebuję 1 L Castrol Oils 808L do linii produkcyjnej.,Castrol Oils 808L,Automotive,10/25/2025 14:44
REQ-000963,Potrzebuję 20 szt. Canon Printers Model 247 do linii produkcyjnej.,Canon Printers Model 247,IT,9/24/2025 7:04
REQ-000964,Potrzebuję 1 szt. Portwest Workwear Model 185 do linii produkcyjnej.,Portwest Workwear Model 185,BHP,5/29/2025 9:44
REQ-000965,I need 10 szt. of Brother Printers Model 576 for production.,Brother Printers Model 576,IT,10/24/2025 4:10
REQ-000966,Potrzebuję 200 L Shell Oils 259L do linii produkcyjnej.,Shell Oils 259L,Automotive,4/23/2025 22:02
REQ-000967,"Need some spare parts, unknown model.",,,5/14/2025 9:39
REQ-000968,I need 200 szt. of Brother Toner Model 775 for production.,Brother Toner Model 775,Office,2/27/2025 1:02
REQ-000969,Potrzebuję 100 licencja Adobe Software 759 do linii produkcyjnej.,Adobe Software 759,IT,11/29/2024 16:40
REQ-000970,I need 200 szt. of HP Printers 417 for production.,HP Printers 417,IT,5/23/2025 20:33
REQ-000971,Potrzebuję 200 szt. SKF Bearings 305 do linii produkcyjnej.,SKF Bearings 305,Automotive,4/22/2025 6:18
REQ-000972,Potrzebuję 20 szt. BIC Pens 568 do linii produkcyjnej.,BIC Pens 568,Office,10/27/2025 0:31
REQ-000973,Potrzebuję 2 szt. BIC Pens Model 308 do linii produkcyjnej.,BIC Pens Model 308,Office,5/1/2025 6:14
REQ-000974,Potrzebuję 100 licencja Microsoft Software 656 do linii produkcyjnej.,Microsoft Software 656,IT,10/17/2025 23:21
REQ-000975,I need 20 szt. of NTN Bearings Model 625 for production.,NTN Bearings Model 625,Automotive,8/23/2025 20:17
REQ-000976,I need 1 szt. of Mahle Filters Model 459 for production.,Mahle Filters Model 459,Automotive,8/20/2025 13:26
REQ-000977,I need 1 szt. of Profim Office chairs Model 207 for production.,Profim Office chairs Model 207,Office,10/9/2025 11:12
REQ-000978,I need 5 L of Castrol Oils 122L for production.,Castrol Oils 122L,Automotive,7/4/2025 2:35
REQ-000979,Potrzebuję 5 szt. BIC Pens 830 do linii produkcyjnej.,BIC Pens 830,Office,3/28/2025 13:48
REQ-000980,Potrzebuję 2 szt. Brother Printers Model 125 do linii produkcyjnej.,Brother Printers Model 125,IT,3/19/2025 21:53
REQ-000981,I need 20 szt. of LG Monitors 766 for production.,LG Monitors 766,IT,2/12/2025 16:37
REQ-000982,I need 10 para of Honeywell Gloves Rękawice 20 for production.,Honeywell Gloves Rękawice 20,BHP,8/31/2025 16:26
REQ-000983,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,4/25/2025 2:54
REQ-000984,"Need some spare parts, unknown model.",,,2/25/2025 22:22
REQ-000985,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/28/2025 16:07
REQ-000986,Potrzebuję 2 szt. Canon Printers 859 do linii produkcyjnej.,Canon Printers 859,IT,4/14/2025 6:57
REQ-000987,I need 5 szt. of Dell Laptops 886 for production.,Dell Laptops 886,IT,10/14/2025 9:32
REQ-000988,Potrzebuję 10 szt. ABB Motors Model 367 do linii produkcyjnej.,ABB Motors Model 367,Production,2/18/2025 19:30
REQ-000989,I need 50 szt. of Brother Toner Model 723 for production.,Brother Toner Model 723,Office,1/11/2025 19:40
REQ-000990,I need 20 para of Honeywell Gloves Rękawice 20 for production.,Honeywell Gloves Rękawice 20,BHP,4/21/2025 14:41
REQ-000991,I need 200 szt. of Uvex Safety glasses 971 for production.,Uvex Safety glasses 971,BHP,5/19/2025 7:20
REQ-000992,Potrzebuję 5 szt. Wurth Screws 207 do linii produkcyjnej.,Wurth Screws 207,Production,2/12/2025 15:56
REQ-000993,I need 5 szt. of Dell Laptops 950 for production.,Dell Laptops 950,IT,3/19/2025 21:21
REQ-000994,I need 200 L of Total Oils 428L for production.,Total Oils 428L,Automotive,3/31/2025 5:55
REQ-000995,Potrzebuję 1 L Total Oils 428L do linii produkcyjnej.,Total Oils 428L,Automotive,8/17/2025 20:31
REQ-000996,Potrzebuję 1 L Total Oils 428L do linii produkcyjnej.,Total Oils 428L,Automotive,11/12/2024 15:29
REQ-000997,I need 5 licencja of Microsoft Software Model 547 for production.,Microsoft Software Model 547,IT,6/16/2025 3:56
REQ-000998,"Need some spare parts, unknown model.",,,12/10/2024 11:53
REQ-000999,I need 2 szt. of HP Printers 352 for production.,HP Printers 352,IT,10/12/2025 15:55
REQ-001000,I need 1 szt. of Gates Engine parts Model 645 for production.,Gates Engine parts Model 645,Automotive,10/2/2025 6:14
REQ-001001,I need 10 szt. of Sachs Engine parts Model 290 for production.,Sachs Engine parts Model 290,Automotive,4/13/2025 23:57
REQ-001002,Potrzebuję 20 para Ansell Gloves Model 531 do linii produkcyjnej.,Ansell Gloves Model 531,BHP,1/31/2025 3:31
REQ-001003,I need 20 szt. of Gates Engine parts Model 699 for production.,Gates Engine parts Model 699,Automotive,7/19/2025 15:17
REQ-001004,I need 20 szt. of REX Screws Model 266 for production.,REX Screws Model 266,Production,8/28/2025 8:35
REQ-001005,I need 10 licencja of Adobe Software 759 for production.,Adobe Software 759,IT,11/15/2024 5:49
REQ-001006,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/15/2025 1:45
